Keyword;Position;Previous Position;Position Difference;Search Volume;CPC;Url;Traffic (%);Traffic Cost (%);Competition;Number of Results;Trends
pintores de pared;13;0;0;10;0.00;http://www.hogar-soluciones.es/servicios/pintura;0.01;0.00;0.55;2230000;0.99,0.99,0.99,0.00,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
presupuesto de pintores;17;16;-1;20;0.39;http://www.hogar-soluciones.es/servicios/pintura;0.01;0.00;0.77;2400000;0.25,0.25,0.75,0.25,0.75,0.50,0.50,0.25,0.25,0.25,0.99,0.25
caja fuerte para casa;17;0;0;20;0.51;https://www.hogar-soluciones.es/blog/64/instalacion-caja-fuerte;0.01;0.00;0.99;6720000;0.40,0.40,0.40,0.40,0.40,0.20,0.40,0.60,0.60,0.40,0.99,0.60
pintores paredes;14;0;0;10;1.29;http://www.hogar-soluciones.es/servicios/pintura;0.01;0.01;0.64;2350000;0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
cajas fuertes para hogar;14;0;0;10;1.58;https://www.hogar-soluciones.es/blog/64/instalacion-caja-fuerte;0.01;0.01;0.86;625000;0.00,0.99,0.99,0.99,0.00,0.99,0.99,0.99,0.99,0.99,0.99,0.99
servicio tecnico reparacion;14;14;0;10;0.00;https://www.hogar-soluciones.es/servicios/servicio_Tecnico;0.01;0.00;0.55;1190000;0.50,0.50,0.50,0.99,0.99,0.50,0.50,0.50,0.50,0.50,0.50,0.50
pintura piso;18;0;0;20;1.50;http://www.hogar-soluciones.es/servicios/pintura;0.01;0.01;0.53;15000000;0.67,0.99,0.99,0.67,0.67,0.33,0.67,0.67,0.99,0.67,0.99,0.99
techos para barbacoas;18;0;0;20;0.82;https://www.hogar-soluciones.es/servicios/albanileria;0.01;0.00;0.34;475000;0.99,0.67,0.33,0.67,0.33,0.67,0.67,0.33,0.33,0.33,0.33,0.33
pintura de casas interiores;19;0;0;20;0.00;http://www.hogar-soluciones.es/servicios/pintura;0.01;0.00;0.53;892000;0.67,0.33,0.99,0.33,0.33,0.33,0.67,0.33,0.33,0.33,0.99,0.99
tecnico reparacion;15;13;-2;10;0.00;https://www.hogar-soluciones.es/servicios/servicio_Tecnico;0.00;0.00;0.09;1920000;0.50,0.99,0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.50,0.50,0.50
reparacion puertas de madera;15;0;0;10;0.00;http://www.hogar-soluciones.es/servicios/carpinteria_madera;0.00;0.00;0.89;497000;0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
servicio tecnico de lavavajillas;15;17;2;10;0.00;https://www.hogar-soluciones.es/servicios/servicio_Tecnico;0.00;0.00;0.85;536000;0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
pintores de;17;0;0;10;0.00;http://www.hogar-soluciones.es/servicios/pintura;0.00;0.00;0.35;0;0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
pintor fachadas;17;0;0;10;1.50;http://www.hogar-soluciones.es/servicios/pintura;0.00;0.00;0.92;973000;0.33,0.33,0.00,0.33,0.33,0.33,0.67,0.33,0.33,0.33,0.33,0.99
techos y barbacoas;17;19;2;10;0.00;https://www.hogar-soluciones.es/servicios/albanileria;0.00;0.00;0.10;324000;0.00,0.99,0.99,0.99,0.00,0.00,0.99,0.00,0.00,0.99,0.99,0.99
reparacion piso parquet;17;0;0;10;0.00;https://www.hogar-soluciones.es/servicios/parquet_y_tarima;0.00;0.00;1.00;361000;0.99,0.00,0.99,0.00,0.00,0.00,0.00,0.99,0.00,0.00,0.00,0.99
tecnico de reparacion;17;0;0;10;0.00;https://www.hogar-soluciones.es/servicios/servicio_Tecnico;0.00;0.00;0.27;1360000;0.99,0.00,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
lavavajillas reparacion;19;0;0;10;0.00;https://www.hogar-soluciones.es/servicios/servicio_Tecnico;0.00;0.00;0.86;459000;0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.50,0.50,0.50,0.50
tecnico en reparacion;18;0;0;10;0.00;https://www.hogar-soluciones.es/servicios/servicio_Tecnico;0.00;0.00;0.23;1360000;0.99,0.99,0.99,0.99,0.99,0.00,0.00,0.99,0.00,0.99,0.99,0.99
pintor de paredes;19;0;0;10;2.19;http://www.hogar-soluciones.es/servicios/pintura;0.00;0.00;0.59;3330000;0.99,0.99,0.99,0.50,0.50,0.50,0.99,0.99,0.50,0.50,0.99,0.99
pintura de hogar;19;0;0;10;0.00;http://www.hogar-soluciones.es/servicios/pintura;0.00;0.00;0.18;13300000;0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
servicio electrodomesticos;20;13;-7;10;4.26;https://www.hogar-soluciones.es/servicios/servicio_Tecnico;0.00;0.01;1.00;1870000;0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
servicios tecnicos electrodomesticos;19;19;0;10;1.31;https://www.hogar-soluciones.es/servicios/servicio_Tecnico;0.00;0.00;0.56;739000;0.99,0.50,0.50,0.50,0.50,0.99,0.50,0.99,0.99,0.50,0.50,0.50
